query_number,query_text,matched_codes,match_count
16260,"OR(OR([APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production',[MilitaryEqmtRevShareMax] > '0.5',[CoalMiningAndPowGenRevShareMax] > '0.4',[NBSOverallFlag] == 'RED',[FossilFuelTotOilProdRevShareMax] > '0.45',[GamblingRevShareMax] > '0.5'),AND([CoalMiningInvolvement] ANY 'Distribution|Services',[CoalMiningRevShareMaxTotal] > '0.4'),AND([TobaccoInvolvement] ANY 'Distribution|Services',[TobaccoRevShareMax] > '0.5'),AND([PornographyInvolvement] ANY 'Distribution|Services',[PornographyRevShareMax] > '0.5'),AND([CoalMiningInvolvement] ANY 'Production|Exploration',[CoalMiningRevShareMaxTotal] > '0.05'))",NBSOverallFlag,1
16265,"OR(OR([APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[NBSOverallFlag] == 'RED'),AND([TobaccoInvolvement] ANY 'Production',[TobaccoRevShareInterval] IN '[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Production',[AlcoholRevShareInterval] IN '[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([GamblingInvolvement] ANY 'Production',[GamblingRevShareInterval] IN '[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([GMOInvolvement] ANY 'Agriculture',[GMORevShareInterval] IN '[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([PornographyInvolvement] ANY 'Production',[PornographyRevShareInterval] IN '[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([ContraceptivesInvolvement] ANY 'Production',[ContraceptivesProdMaxRevRatio1Y] > '0.1'),AND([NuclearPowerInvolvement] ANY 'Production',[NuclearPowerRevShareMax] == '0.1'),AND([MilitaryEqmtInvolvement] ANY 'Production|Services',[MilitaryEqmtRevShareInterval] IN '[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'))",NBSOverallFlag,1
16269,"OR(OR([APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([FossilFuelRevShareMin] >= '0.05',[FossilFuelInvolvement] ANY 'Production'),AND([TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[TobaccoInvolvement] ANY 'Production'))",FossilFuelInvolvement,1
16270,"OR(OR([APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([FossilFuelRevShareMin] >= '0.05',[FossilFuelInvolvement] ANY 'Production'))",FossilFuelInvolvement,1
16272,"OR(OR([APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[TobaccoInvolvement] ANY 'Production',[AnimalWelfareAnimTestInvolvement] ANY 'Non-Pharmaceutical',[FossilFuelProdMaxRev] > '0.3',[NBSOverallFlag] == 'RED',[RacialDiscrimination] False,[ChemicalWeapons] False,[NonProliferationOfNuclearWeapons] False,[CivilPoliticalRights] False,[EconomicSocialAndCulturalRights] False,[DiscriminationAgainstWomen] False,[TortureandOtherCruelTreatment] False,[RightsOfTheChild] False,[ILO29ForcedLabour] False,[ILO105AbolitionOfForcedLabour] False,[ILO87FreedomOfAssociation] False,[ILO98CollectiveBargaining] False,[ILO100EqualRemuneration] False,[ILO111Discrimination] False,[ILO138MinimumAge] False,[ILO182WorstFormsOfChildLabour] False,[UNConAgainstOrganizedCrime] False,[CoalMiningRevShareMaxThermal] >= '0.3',[PowGenOutputCoalRatio] >= '0.3'),AND([PowGenRevShareCoalMax] >= '0.3',[PowGenOutputCoalRatio] == '0'))",NBSOverallFlag,1
16273,"OR(OR([APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[PornographyRevShareMax] > '0.05',[AlcoholRevShareMax] > '0.1',[GamblingRevShareMax] > '0.05',[GMORevShareInterval] IN '[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NuclearPowerRevShareMax] > '0.3',[TobaccoRevShareMax] > '0.05',[CoalMiningRevShareMaxThermal] > '0.1',[PowGenRevShareCoalMax] > '0.1',[ArcticDrillingShareMax] > '0.1',[HydraulicFracturingShareMax] > '0.1',[OilSandsRevShareMax] > '0.1',[PowGenRevShareOilMax] > '0.3',[PowGenRevShareGasMax] > '0.3',[NuclearPowerProdRevShareMax] > '0.3',[AnimalWelAnimTestNonPharmaPolicy] NONE 'Policy with 3Rs|Policy without 3Rs',[AnimalWelAnimTestPharmaPolicy] NONE 'Policy with 3Rs|Policy without 3Rs',[issuerID] == '0',[NBSOverallFlag] == 'RED'),AND([CivFARevShareMax] > '0.03',[CivFAInvolvement] ANY 'Production|Distribution'),AND([MilitaryEqmtRevShareMax] > '0.03',[MilitaryEqmtInvolvement] ANY 'Production|Distribution'),AND([PowGenRevShareRenewableMax] < '0.4',[PowGenInvolvement] ANY 'Production'))",NBSOverallFlag,1
16274,"OR(OR([APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[PornographyRevShareMax] > '0.05',[AlcoholRevShareMax] > '0.1',[GamblingRevShareMax] > '0.05',[GMORevShareInterval] IN '[50-100%]',[TobaccoRevShareMax] > '0.05',[CoalMiningRevShareMaxThermal] > '0.1',[PowGenRevShareCoalMax] > '0.1',[ArcticDrillingShareMax] > '0.1',[HydraulicFracturingShareMax] > '0.1',[OilSandsRevShareMax] > '0.1',[PowGenRevShareOilMax] > '0.3',[PowGenRevShareGasMax] > '0.3',[issuerID] == '0',[NBSOverallFlag] == 'RED'),AND([CivFARevShareMax] > '0.03',[CivFAInvolvement] ANY 'Production|Distribution'),AND([MilitaryEqmtRevShareMax] > '0.03',[MilitaryEqmtInvolvement] ANY 'Production|Distribution'),AND([GreenExpTotalCapExSharePercent] < '0.2',[GICSSector] IN 'Energy'),AND([AnimalWelfareThirdPartyLists] ANY 'PETA',[AnimalWelfareAnimTestInvolvement] ANY 'Non-Pharmaceutical',[AnimalWelfareAnimTestPolicy] False))",NBSOverallFlag,1
16275,"OR(OR([APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[NBSOverallFlag] == 'RED'),AND([FossilFuelInvolvement] ANY 'Production',[FossilFuelRevShareMin] >= '0.05'),AND([FossilFuelInvolvement] ANY 'Distribution|Services',[FossilFuelRevShareMin] >= '0.5'),AND([GamblingInvolvement] ANY 'Production',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([TobaccoInvolvement] ANY 'Production',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([MilitaryEqmtInvolvement] ANY 'Production|Distribution|Services',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([PornographyInvolvement] ANY 'Production|Distribution|Services',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[AlcoholInvolvement] ANY 'Production'))","NBSOverallFlag, FossilFuelInvolvement, FossilFuelInvolvement",3
16276,"OR(OR([APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[MilitaryEqmtCombatInvolvement] ANY 'Production',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[FossilFuelRevShareInterval] IN '[25-50%)|[50-100%]',[NBSOverallFlag] == 'RED'),AND([AlcoholInvolvement] ANY 'Production',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([TobaccoInvolvement] ANY 'Production',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([PornographyInvolvement] ANY 'Production',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([GamblingInvolvement] ANY 'Production',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'))",NBSOverallFlag,1
16277,"OR(OR([APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[MilitaryEqmtCombatInvolvement] ANY 'Production',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[FossilFuelRevShareMin] >= '0.25',[NBSOverallFlag] == 'RED'),AND([AlcoholInvolvement] ANY 'Production',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([TobaccoInvolvement] ANY 'Production',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([PornographyInvolvement] ANY 'Production',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([GamblingInvolvement] ANY 'Production',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'))",NBSOverallFlag,1
16281,"OR(OR([APMinesOverallFlag] == 'Red',[DepletedUraniumOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'Red',[NuclearWeaponsNonNPTOverallFlag] == 'Red',[PowGenRevShareThermalMin] >= '0.05',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production',[OilSandsInvolvement] ANY 'Production',[BiologicalWeaponsOverallFlag] == 'Red',[ChemicalWeaponsOverallFlag] == 'Red',[ArcticDrillingInvolvement] ANY 'Production'),AND([AlcoholInvolvement] ANY 'Production|Distribution',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([MilitaryEqmtRevShareInterval] IN '[50-100%]',[MilitaryEqmtInvolvement] ANY 'Services'),AND([MilitaryEqmtCombatInvolvement] ANY 'Production|Distribution',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Services',[AlcoholRevShareInterval] == '[50-100%]'),AND([TobaccoInvolvement] ANY 'Services',[TobaccoRevShareInterval] == '[50-100%]'),AND([TobaccoInvolvement] ANY 'Distribution',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([CannabisInvolvement] ANY 'Production|Distribution',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([CannabisInvolvement] ANY 'Services',[CannabisRevShareInterval] == '[50-100%]'),AND([PornographyInvolvement] ANY 'Distribution|Services',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([FossilFuelRevShareMin] >= '0.05',[FossilFuelInvolvement] ANY 'Production|Distribution'),AND([FossilFuelRevShareMin] >= '0.5',[FossilFuelInvolvement] ANY 'Services'),AND([GamblingInvolvement] ANY 'Production|Distribution',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([GamblingInvolvement] ANY 'Services',[GamblingRevShareInterval] == '[50-100%]'),AND([NuclearPowerRevShareMin] >= '0.3',[PowGenCapacityNuclearRatio] <= '0.3'))","FossilFuelInvolvement, FossilFuelInvolvement",2
16282,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[DepletedUraniumOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[PowGenRevShareCoalMin] >= '0.3',[CoalMiningRevShareMinThermal] >= '0.05',[NBSOverallFlag] IN 'RED',[PornographyInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[CannabisRecreationalInvolvement] ANY 'Production',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[OilSandsInvolvement] ANY 'Production|Exploration',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[FossilFuelDistMinRev] >= '0.05',[FossilFuelExplMinRev] >= '0.05',[FossilFuelProdMinRev] >= '0.05',[FossilFuelServMinRev] >= '0.5'),AND([TobaccoInvolvement] ANY 'Distribution|Services',[TobaccoRevShareInterval] IN '[50-100%]'),AND([PornographyInvolvement] ANY 'Distribution|Services',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Production|Distribution',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Services',[AlcoholRevShareInterval] IN '[50-100%]'))",NBSOverallFlag,1
16283,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[DepletedUraniumOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[PowGenRevShareCoalMin] >= '0.3',[CoalMiningRevShareMinThermal] >= '0.05',[NBSOverallFlag] IN 'RED',[PornographyInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[CannabisRecreationalInvolvement] ANY 'Production',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[OilSandsInvolvement] ANY 'Production|Exploration',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[FossilFuelDistMinRev] >= '0.05',[MilitaryEqmtRevShareMin] >= '0.05',[AlcoholDistributionMinRev] >= '0.05',[AlcoholTotalProdMinRev] >= '0.05',[FossilFuelProdMinRev] >= '0.05',[FossilFuelExplMinRev] >= '0.05',[FossilFuelServMinRev] >= '0.5',[AlcoholServiceMinRev] >= '0.5'),AND([FossilFuelInvolvement] ANY 'Services',[FossilFuelRevShareMin] >= '0.5'),AND([TobaccoInvolvement] ANY 'Distribution|Services',[TobaccoRevShareInterval] IN '[50-100%]'),AND([PornographyInvolvement] ANY 'Distribution|Services',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Production|Distribution',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Services',[AlcoholRevShareInterval] IN '[50-100%]'),AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution',[FossilFuelRevShareMin] >= '0.05'))","NBSOverallFlag, FossilFuelInvolvement, FossilFuelInvolvement",3
16284,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[DepletedUraniumOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[PowGenRevShareCoalMin] >= '0.3',[CoalMiningRevShareMinThermal] >= '0.05',[NBSOverallFlag] IN 'RED',[PornographyInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[CannabisRecreationalInvolvement] ANY 'Production',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[OilSandsInvolvement] ANY 'Production|Exploration',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([FossilFuelInvolvement] ANY 'Services',[FossilFuelRevShareMin] >= '0.5'),AND([TobaccoInvolvement] ANY 'Distribution|Services',[TobaccoRevShareInterval] IN '[50-100%]'),AND([PornographyInvolvement] ANY 'Distribution|Services',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Production|Distribution',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Services',[AlcoholRevShareInterval] IN '[50-100%]'),AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution',[FossilFuelRevShareMin] >= '0.05'))","NBSOverallFlag, FossilFuelInvolvement, FossilFuelInvolvement",3
16285,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[DepletedUraniumOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[PowGenRevShareCoalMin] >= '0.3',[CoalMiningRevShareMinThermal] >= '0.05',[NBSOverallFlag] IN 'RED',[PornographyInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[HydraulicFracturingInvolvement] ANY 'Production',[CannabisRecreationalInvolvement] ANY 'Production',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.05',[FossilFuelServMinRev] >= '0.05',[OilSandsInvolvement] ANY 'Production|Exploration',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtCombatInvolvement] ANY 'Production'),AND([TobaccoInvolvement] ANY 'Distribution|Services',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([CannabisRecreationalInvolvement] ANY 'Distribution|Services',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([PornographyInvolvement] ANY 'Distribution|Services',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Production|Distribution|Services',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'))",NBSOverallFlag,1
16286,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[DepletedUraniumOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[PowGenRevShareCoalMin] >= '0.3',[CoalMiningRevShareMinThermal] >= '0.05',[NBSOverallFlag] IN 'RED',[PornographyInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[HydraulicFracturingInvolvement] ANY 'Production',[CannabisRecreationalInvolvement] ANY 'Production',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[OilSandsInvolvement] ANY 'Production|Exploration',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtCombatInvolvement] ANY 'Production',[FossilFuelRevShareMin] >= '0.05',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([TobaccoInvolvement] ANY 'Distribution|Services',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([PornographyInvolvement] ANY 'Distribution|Services',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Production|Distribution|Services',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'))",NBSOverallFlag,1
16287,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[DepletedUraniumOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[PowGenRevShareCoalMin] >= '0.3',[CoalMiningRevShareMinThermal] >= '0.05',[NBSOverallFlag] IN 'RED',[PornographyInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production',[FossilFuelProdMinRev] >= '0.05',[OilSandsInvolvement] ANY 'Production|Exploration'),AND([CannabisRecreationalInvolvement] ANY 'Production|Distribution',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([PornographyInvolvement] ANY 'Distribution|Services',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([AlcoholInvolvement] ANY 'Production',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[GamblingInvolvement] ANY 'Production'),AND([MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtInvolvement] ANY 'Production'))",NBSOverallFlag,1
16288,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[FossilFuelRevShareMin] >= '0.2',[OilSandsProdMinRev] >= '0.05',[OilSandsServMinRev] >= '0.2',[OilSandsRevShareMin] >= '0.2',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerServRevShareMin] >= '0.2',[NuclearPowerUraniumRevShareMin] >= '0.05',[NuclearPowerRevShareMin] >= '0.2',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyProdMinRev] > '0',[PornographyDistMinRev] >= '0.05',[TobaccoProdMinRev] > '0',[TobaccoDistMinRev] >= '0.05',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production',[CannabisRecreationalInvolvement] ANY 'Production',[FossilFuelExplMinRev] >= '0.05',[TobaccoServMinRev] >= '0.05',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CannabisRecreationalInvolvement] ANY 'Production',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NBSOverallFlag] IN 'RED',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[GMOInvolvement] ANY 'Agriculture',[CoalMiningInvolvement] ANY 'Production|Exploration|Services'),AND([CannabisRecreationalInvolvement] ANY 'Distribution',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtInvolvement] ANY 'Production|Distribution'))",NBSOverallFlag,1
